,Subscription Code,Flow Rate (l/s),Number of Negative Flows,Percentage of Negative Flows,Operating Hours (h),Consumption (m³),Number of Available Data Points,تعداد مورد انتظار,درصد اطلاعات موجود,month
72046,516377,,0,0.0,,,0,30,0.0,1403/09
72078,516377,,0,0.0,0.0,0.3,30,30,100.0,1403/09
72236,529179,2.8,0,0.0,83.1,1142.9,12,30,40.0,1403/09
72624,514564,10.85,0,0.0,202.1,8382.7,22,30,73.33,1403/09
72713,111111,,0,0.0,,,0,30,0.0,1403/09
72731,514564,,0,0.0,,,0,30,0.0,1403/09
73070,514702,,0,0.0,,,0,30,0.0,1403/09
73110,529179,,0,0.0,,,0,30,0.0,1403/09
73264,514711,,0,0.0,,,0,30,0.0,1403/10
73265,514711,,0,0.0,0.0,-351.5,30,30,100.0,1403/10
73295,514702,,0,0.0,,,0,30,0.0,1403/10
73307,222222,,0,0.0,,,0,30,0.0,1403/10
73344,چاه شماره 13,,0,0.0,,,0,30,0.0,1403/10
73375,زندان مرکزی,2.65,0,0.0,639.5,6065.31,30,30,100.0,1403/10
73376,زندان مرکزی,2.82,0,0.0,2.7,46.475,30,30,100.0,1403/10
73418,چاه شماره 13,19.67,0,0.0,629.7,44620.0,30,30,100.0,1403/10
73921,517048,7.65,0,0.0,320.4,8811.6,30,30,100.0,1403/10
73922,517048,10.4,0,0.0,35.4,1337.57,30,30,100.0,1403/10
73930,222222,5.06,0,0.0,654.9,11947.7,30,30,100.0,1403/10
73993,517227,11.82,0,0.0,57.1,2671.0,30,30,100.0,1403/10
73994,517227,12.51,0,0.0,9.5,472.1,30,30,100.0,1403/10
74061,111111,6.28,0,0.0,11.7,273.48,30,30,100.0,1403/10
74063,111111,8.77,0,0.0,196.1,27555.4,30,30,100.0,1403/10
74064,111111,8.68,0,0.0,464.9,14105.1,30,30,100.0,1403/10
74065,111111,,0,0.0,,,0,30,0.0,1403/10
74066,111111,3.19,0,0.0,542.0,6236.4,30,30,100.0,1403/10
74067,111111,0.73,0,0.0,133.9,400.25,30,30,100.0,1403/10
74219,541280,,0,0.0,,,0,30,0.0,1403/10
74220,541280,,0,0.0,,,0,30,0.0,1403/10
74264,516377,,0,0.0,,,0,30,0.0,1403/10
74296,516377,,0,0.0,0.0,0.2,30,30,100.0,1403/10
74454,529179,,0,0.0,,,0,30,0.0,1403/10
74842,514564,,0,0.0,,,0,30,0.0,1403/10
74931,111111,,0,0.0,,,0,30,0.0,1403/10
74949,514564,,0,0.0,,,0,30,0.0,1403/10
75288,514702,,0,0.0,,,0,30,0.0,1403/10
75328,529179,,0,0.0,,,0,30,0.0,1403/10
75482,514711,,0,0.0,,,0,30,0.0,1403/11
75483,514711,,0,0.0,0.0,0.0,30,30,100.0,1403/11
75513,514702,,0,0.0,,,0,30,0.0,1403/11
75525,222222,,0,0.0,,,0,30,0.0,1403/11
75562,چاه شماره 13,,0,0.0,,,0,30,0.0,1403/11
75593,زندان مرکزی,3.06,0,0.0,637.4,7008.66,30,30,100.0,1403/11
75594,زندان مرکزی,3.53,0,0.0,5.3,93.09,30,30,100.0,1403/11
75636,چاه شماره 13,19.42,0,0.0,460.4,32165.2,30,30,100.0,1403/11
76139,517048,7.56,0,0.0,301.6,8221.5,30,30,100.0,1403/11
76140,517048,10.3,0,0.0,20.7,767.4,30,30,100.0,1403/11
76148,222222,4.5,0,0.0,645.2,10454.1,30,30,100.0,1403/11
76211,517227,13.42,0,0.0,132.4,6329.8,30,30,100.0,1403/11
76212,517227,,0,0.0,0.0,14.5,30,30,100.0,1403/11
76279,111111,6.11,0,0.0,15.4,338.02,30,30,100.0,1403/11
76281,111111,8.15,0,0.0,159.3,4663.6,30,30,100.0,1403/11
76282,111111,8.25,0,0.0,321.1,9436.0,30,30,100.0,1403/11
76283,111111,,0,0.0,,,0,30,0.0,1403/11
76284,111111,,0,0.0,,,4,30,13.33,1403/11
76285,111111,,0,0.0,,,0,30,0.0,1403/11
76437,541280,,0,0.0,,,0,30,0.0,1403/11
76438,541280,,0,0.0,0.0,0.0,4,30,13.33,1403/11
76482,516377,,0,0.0,,,0,30,0.0,1403/11
76514,516377,29.2,0,0.0,0.0,0.3,30,30,100.0,1403/11
76672,529179,,0,0.0,,,0,30,0.0,1403/11
77060,514564,,0,0.0,,,0,30,0.0,1403/11
77149,111111,,0,0.0,,,0,30,0.0,1403/11
77167,514564,,0,0.0,,,0,30,0.0,1403/11
77506,514702,,0,0.0,,,0,30,0.0,1403/11
77546,529179,,0,0.0,,,0,30,0.0,1403/11
77700,514711,,0,0.0,,,0,30,0.0,1403/12
77701,514711,18.93,0,0.0,42.8,2903.0,30,30,100.0,1403/12
77731,514702,,0,0.0,,,0,30,0.0,1403/12
77743,222222,,0,0.0,,,0,30,0.0,1403/12
77780,چاه شماره 13,,0,0.0,,,0,30,0.0,1403/12
77811,زندان مرکزی,2.98,0,0.0,683.5,7350.93,30,30,100.0,1403/12
77812,زندان مرکزی,1.4,0,0.0,0.0,12.419,13,30,43.33,1403/12
77854,چاه شماره 13,19.36,0,0.0,305.2,21279.0,21,30,70.0,1403/12
78357,517048,7.53,0,0.0,181.7,4934.1,30,30,100.0,1403/12
78358,517048,,0,0.0,,,0,30,0.0,1403/12
78366,222222,4.51,0,0.0,646.9,10506.9,30,30,100.0,1403/12
78429,517227,13.1,0,0.0,222.1,10551.7,30,30,100.0,1403/12
78430,517227,2.98,0,0.0,143.6,725.2,30,30,100.0,1403/12
78497,111111,4.33,0,0.0,26.2,382.0,30,30,100.0,1403/12
78499,111111,9.94,0,0.0,354.3,12681.4,30,30,100.0,1403/12
78500,111111,5.93,0,0.0,480.4,9962.4,30,30,100.0,1403/12
78501,111111,,0,0.0,,,0,30,0.0,1403/12
78502,111111,,0,0.0,,,0,30,0.0,1403/12
78503,111111,,0,0.0,,,0,30,0.0,1403/12
78655,541280,,0,0.0,,,0,30,0.0,1403/12
78656,541280,20.48,0,0.0,257.8,18979.117,30,30,100.0,1403/12
78700,516377,,0,0.0,,,0,30,0.0,1403/12
78732,516377,21.65,0,0.0,469.7,38007.618,30,30,100.0,1403/12
78890,529179,,0,0.0,,,0,30,0.0,1403/12
79278,514564,,0,0.0,,,0,30,0.0,1403/12
79367,111111,,0,0.0,,,0,30,0.0,1403/12
79385,514564,,0,0.0,,,0,30,0.0,1403/12
79724,514702,,0,0.0,,,0,30,0.0,1403/12
79764,529179,,0,0.0,,,0,30,0.0,1403/12
